,Year,Change in Temperature (°C),Type,Scenario
0,1850.0,0.22362448412400227,gcm data point,historical
1,1850.0,-2.507456034335462,gcm data point,historical
2,1850.0,-0.7429451863247891,gcm data point,historical
3,1850.0,-0.524004542163766,gcm data point,historical
4,1850.0,-0.15338774610080463,gcm data point,historical
5,1850.0,0.19747604722130063,gcm data point,historical
6,1850.0,0.26113873699273427,gcm data point,historical
7,1850.0,-0.44132726360948027,gcm data point,historical
8,1850.0,-0.9005043464545679,gcm data point,historical
9,1850.0,-1.3411907937852448,gcm data point,historical
10,1850.0,-1.5480603944381528,gcm data point,historical
11,1850.0,-1.845023757138847,gcm data point,historical
12,1850.0,-1.8217132481517524,gcm data point,historical
13,1850.0,-1.4404424064769614,gcm data point,historical
14,1850.0,-2.060423842837622,gcm data point,historical
15,1850.0,-1.2967206663225852,gcm data point,historical
16,1850.0,0.18806671775371342,gcm data point,historical
17,1850.0,-1.215215799188627,gcm data point,historical
18,1850.0,-0.570238092580098,gcm data point,historical
19,1850.0,-1.5646131505168341,gcm data point,historical
20,1850.0,-3.790944059487231,gcm data point,historical
21,1850.0,-2.121709126162841,gcm data point,historical
22,1850.0,-3.3439830442264906,gcm data point,historical
23,1850.0,-2.950258604393639,gcm data point,historical
24,1850.0,-1.4770041787493255,gcm data point,historical
25,1850.0,-0.4117091997979969,gcm data point,historical
26,1850.0,1.0226035180625672,gcm data point,historical
27,1850.0,0.0354926572496197,gcm data point,historical
28,1850.0,-0.36260478220958703,gcm data point,historical
29,1850.0,-1.752822154999535,gcm data point,historical
30,1850.0,-0.7137772280897252,gcm data point,historical
31,1851.0,0.8917689979385273,gcm data point,historical
32,1851.0,-2.4847786172015276,gcm data point,historical
33,1851.0,-1.6449974972389327,gcm data point,historical
34,1851.0,-1.5713970027923096,gcm data point,historical
35,1851.0,1.0436202745183323,gcm data point,historical
36,1851.0,0.10528520982984446,gcm data point,historical
37,1851.0,0.3678977232937086,gcm data point,historical
38,1851.0,-0.9827715913185102,gcm data point,historical
39,1851.0,-1.1477314384485453,gcm data point,historical
40,1851.0,-2.6140048803991363,gcm data point,historical
41,1851.0,-0.5605959389458803,gcm data point,historical
42,1851.0,-1.8236143728452703,gcm data point,historical
43,1851.0,-1.1273115920644727,gcm data point,historical
44,1851.0,-1.5624734941234237,gcm data point,historical
45,1851.0,-1.3436294776032582,gcm data point,historical
46,1851.0,0.03440868855653889,gcm data point,historical
47,1851.0,0.360698745758782,gcm data point,historical
48,1851.0,-0.04344622584096669,gcm data point,historical
49,1851.0,-1.5075216718426532,gcm data point,historical
50,1851.0,-0.4536488228196731,gcm data point,historical
51,1851.0,-3.402000676417231,gcm data point,historical
52,1851.0,-2.0777290379467104,gcm data point,historical
53,1851.0,-3.043406165835677,gcm data point,historical
54,1851.0,-2.4323527028365675,gcm data point,historical
55,1851.0,-1.6397829176743812,gcm data point,historical
56,1851.0,1.227866224961815,gcm data point,historical
57,1851.0,1.326412672071342,gcm data point,historical
58,1851.0,-1.2725210097868853,gcm data point,historical
59,1851.0,-0.4954896374307509,gcm data point,historical
60,1851.0,-0.8965110744475169,gcm data point,historical
61,1851.0,-0.6128027984601658,gcm data point,historical
62,1852.0,0.6410771783097857,gcm data point,historical
63,1852.0,-1.9547151625403103,gcm data point,historical
64,1852.0,-1.5273595767458232,gcm data point,historical
65,1852.0,-0.5507318357506392,gcm data point,historical
66,1852.0,1.0673550080098266,gcm data point,historical
67,1852.0,0.5506674992810758,gcm data point,historical
68,1852.0,0.1544177372024933,gcm data point,historical
69,1852.0,-0.9524939051930232,gcm data point,historical
70,1852.0,-1.757425632581942,gcm data point,historical
71,1852.0,-1.921262753252563,gcm data point,historical
72,1852.0,-0.7668591520878749,gcm data point,historical
73,1852.0,-1.2554206039994256,gcm data point,historical
74,1852.0,-0.8636584137604473,gcm data point,historical
75,1852.0,-1.8634299349600383,gcm data point,historical
76,1852.0,-1.294023607241968,gcm data point,historical
77,1852.0,-0.7819306606040755,gcm data point,historical
78,1852.0,-0.23351070454276623,gcm data point,historical
79,1852.0,-0.7907682026475413,gcm data point,historical
80,1852.0,-1.81838252805278,gcm data point,historical
81,1852.0,-2.247241473275608,gcm data point,historical
82,1852.0,-3.973231361179046,gcm data point,historical
83,1852.0,-2.3652246030101196,gcm data point,historical
84,1852.0,-2.9128633058639934,gcm data point,historical
85,1852.0,-2.270049715369055,gcm data point,historical
86,1852.0,-2.7814559628733377,gcm data point,historical
87,1852.0,0.24506553352517813,gcm data point,historical
88,1852.0,-0.18339545142157476,gcm data point,historical
89,1852.0,-2.07213270772246,gcm data point,historical
90,1852.0,-0.5660932242556669,gcm data point,historical
91,1852.0,-1.8808348196189968,gcm data point,historical
92,1852.0,0.41535705846445126,gcm data point,historical
93,1853.0,0.8870683686315601,gcm data point,historical
94,1853.0,-2.010569366875302,gcm data point,historical
95,1853.0,-0.9738854174159997,gcm data point,historical
96,1853.0,-1.0702664492067129,gcm data point,historical
97,1853.0,-0.10571102330698068,gcm data point,historical
98,1853.0,0.6143230136239026,gcm data point,historical
99,1853.0,-0.3577219122097972,gcm data point,historical
100,1853.0,-0.28527421854300883,gcm data point,historical
101,1853.0,-1.2594827997115203,gcm data point,historical
102,1853.0,-2.390948480816917,gcm data point,historical
103,1853.0,-0.25333485582598314,gcm data point,historical
104,1853.0,-0.3531991331117865,gcm data point,historical
105,1853.0,-0.855601019554797,gcm data point,historical
106,1853.0,-1.4285258008454775,gcm data point,historical
107,1853.0,-2.706838720767337,gcm data point,historical
108,1853.0,-0.5428594749963622,gcm data point,historical
109,1853.0,-0.424513948859385,gcm data point,historical
110,1853.0,-1.843565844382681,gcm data point,historical
111,1853.0,-2.0756962548471165,gcm data point,historical
112,1853.0,-1.0376129681765747,gcm data point,historical
113,1853.0,-3.7414023806691716,gcm data point,historical
114,1853.0,-3.652043074120229,gcm data point,historical
115,1853.0,-3.214615416188394,gcm data point,historical
116,1853.0,-1.7490266793448086,gcm data point,historical
117,1853.0,-2.2273007636400735,gcm data point,historical
118,1853.0,2.6662046119472507,gcm data point,historical
119,1853.0,-0.716274614993722,gcm data point,historical
120,1853.0,-2.1304191505476524,gcm data point,historical
121,1853.0,-1.4011640267093526,gcm data point,historical
122,1853.0,-1.4401328329961416,gcm data point,historical
123,1853.0,0.3031289527334593,gcm data point,historical
124,1854.0,0.4706140953662157,gcm data point,historical
125,1854.0,-3.5015165792906373,gcm data point,historical
126,1854.0,-1.1242991528900461,gcm data point,historical
127,1854.0,-1.1519145184706758,gcm data point,historical
128,1854.0,0.3803191140399349,gcm data point,historical
129,1854.0,0.04238462204943971,gcm data point,historical
130,1854.0,0.46167270209326716,gcm data point,historical
131,1854.0,-0.949894631520408,gcm data point,historical
132,1854.0,-1.6595326188088393,gcm data point,historical
133,1854.0,-1.605191830947092,gcm data point,historical
134,1854.0,-0.47634395710451827,gcm data point,historical
135,1854.0,-1.6797153944218621,gcm data point,historical
136,1854.0,-1.0393167192211195,gcm data point,historical
137,1854.0,-1.7456182412344106,gcm data point,historical
138,1854.0,-2.487099661319064,gcm data point,historical
139,1854.0,-1.1022525267254082,gcm data point,historical
140,1854.0,0.3403858461038567,gcm data point,historical
141,1854.0,-0.8869788974912467,gcm data point,historical
142,1854.0,-1.203889695143971,gcm data point,historical
143,1854.0,-0.6292541162802081,gcm data point,historical
144,1854.0,-2.94275715809124,gcm data point,historical
145,1854.0,-2.427823486392299,gcm data point,historical
146,1854.0,-3.393553824120204,gcm data point,historical
147,1854.0,-1.782616514821143,gcm data point,historical
148,1854.0,-2.6990441202111697,gcm data point,historical
149,1854.0,1.3368007374486979,gcm data point,historical
150,1854.0,0.11482526197187326,gcm data point,historical
151,1854.0,-1.6334349068924894,gcm data point,historical
152,1854.0,0.28368047582898726,gcm data point,historical
153,1854.0,-1.7510827832871882,gcm data point,historical
154,1854.0,-1.0686078039849463,gcm data point,historical
155,1855.0,0.47274733033975735,gcm data point,historical
156,1855.0,-2.903025477520032,gcm data point,historical
157,1855.0,-0.6808354146264151,gcm data point,historical
158,1855.0,-0.7419353528795796,gcm data point,historical
159,1855.0,-0.42629625313304587,gcm data point,historical
160,1855.0,0.6442722774820595,gcm data point,historical
161,1855.0,1.3487540324425709,gcm data point,historical
162,1855.0,-0.35883100821126845,gcm data point,historical
163,1855.0,-1.609780553963219,gcm data point,historical
164,1855.0,-1.5965577615985467,gcm data point,historical
165,1855.0,-0.788974894177727,gcm data point,historical
166,1855.0,-1.3370669044587657,gcm data point,historical
167,1855.0,-1.855099727237075,gcm data point,historical
168,1855.0,-1.4553434280020383,gcm data point,historical
169,1855.0,-1.582489436302808,gcm data point,historical
170,1855.0,-0.7758084959496045,gcm data point,historical
171,1855.0,-0.34656261063656757,gcm data point,historical
172,1855.0,0.3813612803649562,gcm data point,historical
173,1855.0,0.6171266224273495,gcm data point,historical
174,1855.0,-0.6104641635840835,gcm data point,historical
175,1855.0,-3.064802491972614,gcm data point,historical
176,1855.0,-2.3962655451895216,gcm data point,historical
177,1855.0,-2.2050528265344838,gcm data point,historical
178,1855.0,-2.7327940028854414,gcm data point,historical
179,1855.0,-2.895593815949553,gcm data point,historical
180,1855.0,1.1684680952108124,gcm data point,historical
181,1855.0,0.45812102771719765,gcm data point,historical
182,1855.0,-0.816051199698336,gcm data point,historical
183,1855.0,-1.1914501817320797,gcm data point,historical
184,1855.0,-1.8047549633798212,gcm data point,historical
185,1855.0,-0.3151543503083758,gcm data point,historical
186,1856.0,0.867906679957855,gcm data point,historical
187,1856.0,-2.037933714983751,gcm data point,historical
188,1856.0,-1.5015998173830667,gcm data point,historical
189,1856.0,-1.2423610151024604,gcm data point,historical
190,1856.0,0.1228281042309618,gcm data point,historical
191,1856.0,0.2247578304298372,gcm data point,historical
192,1856.0,-0.11879067363918239,gcm data point,historical
193,1856.0,-0.7532211701941378,gcm data point,historical
194,1856.0,-0.38676574466785496,gcm data point,historical
195,1856.0,-2.3729713843325726,gcm data point,historical
196,1856.0,-0.06262329366234098,gcm data point,historical
197,1856.0,-1.030474482079228,gcm data point,historical
198,1856.0,-1.7805584247468005,gcm data point,historical
199,1856.0,-2.1327866917553138,gcm data point,historical
200,1856.0,-2.1329156787751344,gcm data point,historical
201,1856.0,-0.47616004196271433,gcm data point,historical
202,1856.0,0.5873397811760128,gcm data point,historical
203,1856.0,-0.9555205514085401,gcm data point,historical
204,1856.0,-1.1146383370078183,gcm data point,historical
205,1856.0,-1.1782963297320634,gcm data point,historical
206,1856.0,-3.8874788717605497,gcm data point,historical
207,1856.0,-1.5208871597321831,gcm data point,historical
208,1856.0,-2.3202579639313967,gcm data point,historical
209,1856.0,-2.622077777028153,gcm data point,historical
210,1856.0,-3.289456920632688,gcm data point,historical
211,1856.0,0.5467917024083135,gcm data point,historical
212,1856.0,0.2152346465612709,gcm data point,historical
213,1856.0,-1.140508149480354,gcm data point,historical
214,1856.0,-1.8623353230436237,gcm data point,historical
215,1856.0,-1.2171123701234592,gcm data point,historical
216,1856.0,-1.003522817846715,gcm data point,historical
217,1857.0,1.167021532346098,gcm data point,historical
218,1857.0,-3.0712508370846194,gcm data point,historical
219,1857.0,-1.4554397142050561,gcm data point,historical
220,1857.0,-1.6228282593612562,gcm data point,historical
221,1857.0,0.061179722246606616,gcm data point,historical
222,1857.0,0.36189890698506133,gcm data point,historical
223,1857.0,-0.37904165726541805,gcm data point,historical
224,1857.0,-0.3972426231563304,gcm data point,historical
225,1857.0,-0.356035487027043,gcm data point,historical
226,1857.0,-2.0243068851029875,gcm data point,historical
227,1857.0,-0.08151085297765803,gcm data point,historical
228,1857.0,-0.6159282036792888,gcm data point,historical
229,1857.0,-1.3377363353100122,gcm data point,historical
230,1857.0,-0.9720601164378877,gcm data point,historical
231,1857.0,-1.455353572858769,gcm data point,historical
232,1857.0,-1.026047807405348,gcm data point,historical
233,1857.0,0.35771541135170537,gcm data point,historical
234,1857.0,-0.9888985042373406,gcm data point,historical
235,1857.0,-1.259196974460906,gcm data point,historical
236,1857.0,-0.6107912697295887,gcm data point,historical
237,1857.0,-4.0538537099644145,gcm data point,historical
238,1857.0,-2.471925860334352,gcm data point,historical
239,1857.0,-2.34295163729837,gcm data point,historical
240,1857.0,-2.3069709405481262,gcm data point,historical
241,1857.0,-2.8888067314385353,gcm data point,historical
242,1857.0,-0.6677529120631789,gcm data point,historical
243,1857.0,-0.478662865273634,gcm data point,historical
244,1857.0,-1.6480182820903337,gcm data point,historical
245,1857.0,0.17436859792320547,gcm data point,historical
246,1857.0,-2.2463829246862588,gcm data point,historical
247,1857.0,-0.47000110399397954,gcm data point,historical
248,1858.0,0.8047124642952213,gcm data point,historical
249,1858.0,-2.615201914073623,gcm data point,historical
250,1858.0,-1.1076628526346894,gcm data point,historical
251,1858.0,-0.6072419945680281,gcm data point,historical
252,1858.0,-0.2781292965372586,gcm data point,historical
253,1858.0,0.14128699837868908,gcm data point,historical
254,1858.0,-0.05993526815234418,gcm data point,historical
255,1858.0,-0.6017964768889783,gcm data point,historical
256,1858.0,-0.7721080730731273,gcm data point,historical
257,1858.0,-1.2569896264838576,gcm data point,historical
258,1858.0,0.02669796063457852,gcm data point,historical
259,1858.0,-0.7565533166458636,gcm data point,historical
260,1858.0,-2.189454232445371,gcm data point,historical
261,1858.0,-1.3276233948395202,gcm data point,historical
262,1858.0,-2.831755286725979,gcm data point,historical
263,1858.0,0.13837450206671065,gcm data point,historical
264,1858.0,-0.22875349974248138,gcm data point,historical
265,1858.0,-0.6773388657925352,gcm data point,historical
266,1858.0,-1.524024226494987,gcm data point,historical
267,1858.0,-0.6220770148861448,gcm data point,historical
268,1858.0,-3.4952551381190915,gcm data point,historical
269,1858.0,-1.900538641462333,gcm data point,historical
270,1858.0,-3.574182525698916,gcm data point,historical
271,1858.0,-2.4884468676042957,gcm data point,historical
272,1858.0,-2.393962508191464,gcm data point,historical
273,1858.0,1.779706164367326,gcm data point,historical
274,1858.0,-0.9961522006855148,gcm data point,historical
275,1858.0,-1.8677290729983724,gcm data point,historical
276,1858.0,-0.3042183980237496,gcm data point,historical
277,1858.0,-0.4206551126925433,gcm data point,historical
278,1858.0,-0.7715776745849894,gcm data point,historical
279,1859.0,-0.009681197398379027,gcm data point,historical
280,1859.0,-2.164437473462442,gcm data point,historical
281,1859.0,-1.3599020454789184,gcm data point,historical
282,1859.0,-1.2452871617653045,gcm data point,historical
283,1859.0,-0.03794254058476554,gcm data point,historical
284,1859.0,0.34208154864455764,gcm data point,historical
285,1859.0,0.7612556556432537,gcm data point,historical
286,1859.0,-1.0581941998977982,gcm data point,historical
287,1859.0,-1.2343520243100556,gcm data point,historical
288,1859.0,-1.6316810316071724,gcm data point,historical
289,1859.0,0.31578446025844187,gcm data point,historical
290,1859.0,-1.2138275804950354,gcm data point,historical
291,1859.0,-1.1511614972565667,gcm data point,historical
292,1859.0,-1.2613990289948447,gcm data point,historical
293,1859.0,-2.2372737952301804,gcm data point,historical
294,1859.0,-1.028201510399299,gcm data point,historical
295,1859.0,0.45305601553189945,gcm data point,historical
296,1859.0,-1.7559925115243686,gcm data point,historical
297,1859.0,-0.9053936909920139,gcm data point,historical
298,1859.0,0.15783313205389504,gcm data point,historical
299,1859.0,-3.9476887255234487,gcm data point,historical
300,1859.0,-1.4265163657055382,gcm data point,historical
301,1859.0,-2.507447805375591,gcm data point,historical
302,1859.0,-1.8653904732901196,gcm data point,historical
303,1859.0,-0.2595883354862849,gcm data point,historical
304,1859.0,1.4380259317600803,gcm data point,historical
305,1859.0,-0.09229869646128464,gcm data point,historical
306,1859.0,-1.138129044163236,gcm data point,historical
307,1859.0,-0.9845650874403873,gcm data point,historical
308,1859.0,-1.8504272003553979,gcm data point,historical
309,1859.0,0.4231079250443486,gcm data point,historical
310,1860.0,1.168788787319329,gcm data point,historical
311,1860.0,-2.924855163918494,gcm data point,historical
312,1860.0,-1.9833054387429456,gcm data point,historical
313,1860.0,-1.20706417104077,gcm data point,historical
314,1860.0,0.10082700104601372,gcm data point,historical
315,1860.0,0.003999959797283736,gcm data point,historical
316,1860.0,0.45596297050144585,gcm data point,historical
317,1860.0,-1.1441852074390226,gcm data point,historical
318,1860.0,-2.564384275234204,gcm data point,historical
319,1860.0,-2.1774563159875697,gcm data point,historical
320,1860.0,-0.5492688842167013,gcm data point,historical
321,1860.0,-1.3727329008943343,gcm data point,historical
322,1860.0,-1.4055161294180607,gcm data point,historical
323,1860.0,-2.046342593244617,gcm data point,historical
324,1860.0,-1.0753727142976004,gcm data point,historical
325,1860.0,0.11445422465658339,gcm data point,historical
326,1860.0,-0.017420404250174215,gcm data point,historical
327,1860.0,-0.9940120555833118,gcm data point,historical
328,1860.0,-0.8275171169561872,gcm data point,historical
329,1860.0,-2.4590959055482244,gcm data point,historical
330,1860.0,-3.7556133393960067,gcm data point,historical
331,1860.0,-1.4333216697826856,gcm data point,historical
332,1860.0,-2.8037505170997292,gcm data point,historical
333,1860.0,-2.16410367031159,gcm data point,historical
334,1860.0,-2.1256151453198413,gcm data point,historical
335,1860.0,0.475026986690807,gcm data point,historical
336,1860.0,0.42027893795739146,gcm data point,historical
337,1860.0,-2.489545959124939,gcm data point,historical
338,1860.0,-0.9443751115957753,gcm data point,historical
339,1860.0,-0.6362647841787634,gcm data point,historical
340,1860.0,-0.8479519603525318,gcm data point,historical
341,1861.0,0.3670418898133221,gcm data point,historical
342,1861.0,-2.3485607205088286,gcm data point,historical
343,1861.0,-2.3335888127834323,gcm data point,historical
344,1861.0,-1.7447249710893402,gcm data point,historical
345,1861.0,-0.6531033705199434,gcm data point,historical
346,1861.0,0.768446565996669,gcm data point,historical
347,1861.0,1.0631449856851987,gcm data point,historical
348,1861.0,-0.5847194412534691,gcm data point,historical
349,1861.0,-1.695521104892805,gcm data point,historical
350,1861.0,-2.8976371767009255,gcm data point,historical
351,1861.0,-1.386334541893632,gcm data point,historical
352,1861.0,-0.9317540399567861,gcm data point,historical
353,1861.0,-1.1960898427969369,gcm data point,historical
354,1861.0,-1.0317673954906468,gcm data point,historical
355,1861.0,-2.229446672020572,gcm data point,historical
356,1861.0,-0.9714703013848975,gcm data point,historical
357,1861.0,0.09801947745944517,gcm data point,historical
358,1861.0,0.050320207134461725,gcm data point,historical
359,1861.0,-1.5152216440675375,gcm data point,historical
360,1861.0,-2.205913112464657,gcm data point,historical
361,1861.0,-3.7423424860204477,gcm data point,historical
362,1861.0,-1.2768976262442493,gcm data point,historical
363,1861.0,-2.3790756753842857,gcm data point,historical
364,1861.0,-2.8200991752758,gcm data point,historical
365,1861.0,-2.3683490133633995,gcm data point,historical
366,1861.0,0.43141696896987014,gcm data point,historical
367,1861.0,0.08373803430566795,gcm data point,historical
368,1861.0,-2.582143072673773,gcm data point,historical
369,1861.0,-1.2281048997364223,gcm data point,historical
370,1861.0,-0.9916871551134818,gcm data point,historical
371,1861.0,-0.2427138637126518,gcm data point,historical
372,1862.0,-0.22782911870666567,gcm data point,historical
373,1862.0,-2.8602096136812065,gcm data point,historical
374,1862.0,-1.9155943054241789,gcm data point,historical
375,1862.0,-1.2417762351743704,gcm data point,historical
376,1862.0,0.04538696719134805,gcm data point,historical
377,1862.0,0.5735181059741876,gcm data point,historical
378,1862.0,0.8223222489447153,gcm data point,historical
379,1862.0,-0.6205861767949159,gcm data point,historical
380,1862.0,-1.1589582674416192,gcm data point,historical
381,1862.0,-1.8257478829273168,gcm data point,historical
382,1862.0,-1.2541425512342812,gcm data point,historical
383,1862.0,-1.0636263549416185,gcm data point,historical
384,1862.0,-2.158096827456802,gcm data point,historical
385,1862.0,-0.7343548718904458,gcm data point,historical
386,1862.0,-2.270945238915033,gcm data point,historical
387,1862.0,-1.4678869063928914,gcm data point,historical
388,1862.0,0.3324897918143961,gcm data point,historical
389,1862.0,-0.8999001129548105,gcm data point,historical
390,1862.0,-0.8878844159178243,gcm data point,historical
391,1862.0,-2.8522957709966477,gcm data point,historical
392,1862.0,-3.5826885599425395,gcm data point,historical
393,1862.0,-1.652561319644235,gcm data point,historical
394,1862.0,-2.0358375300392595,gcm data point,historical
395,1862.0,-2.9335594351499026,gcm data point,historical
396,1862.0,-3.037697346165942,gcm data point,historical
397,1862.0,-0.5933308950267246,gcm data point,historical
398,1862.0,0.24372847618906235,gcm data point,historical
399,1862.0,-2.2679209985329294,gcm data point,historical
400,1862.0,-0.6430826898159125,gcm data point,historical
401,1862.0,-0.9124807134647881,gcm data point,historical
402,1862.0,0.5977221941632251,gcm data point,historical
403,1863.0,1.9983096303385537,gcm data point,historical
404,1863.0,-2.330857965287521,gcm data point,historical
405,1863.0,-1.6663888634386694,gcm data point,historical
406,1863.0,-0.8620169182524933,gcm data point,historical
407,1863.0,-0.15897915908840332,gcm data point,historical
408,1863.0,-0.21566840423093936,gcm data point,historical
409,1863.0,0.5406563875858978,gcm data point,historical
410,1863.0,-1.2196718694942774,gcm data point,historical
411,1863.0,-1.7176898493733574,gcm data point,historical
412,1863.0,-1.1743256424072683,gcm data point,historical
413,1863.0,-1.7790483958722803,gcm data point,historical
414,1863.0,-0.8807138773952943,gcm data point,historical
415,1863.0,-2.178211512515361,gcm data point,historical
416,1863.0,-1.8744913056061705,gcm data point,historical
417,1863.0,-1.523300250715124,gcm data point,historical
418,1863.0,-0.2677055289722148,gcm data point,historical
419,1863.0,0.4005497000324567,gcm data point,historical
420,1863.0,0.7054288764985586,gcm data point,historical
421,1863.0,-2.6584017905982478,gcm data point,historical
422,1863.0,-1.8382578981464803,gcm data point,historical
423,1863.0,-4.060251789140125,gcm data point,historical
424,1863.0,-1.672119223493496,gcm data point,historical
425,1863.0,-1.931644356346851,gcm data point,historical
426,1863.0,-2.542561726545273,gcm data point,historical
427,1863.0,-3.0707963572602353,gcm data point,historical
428,1863.0,2.2150281160546683,gcm data point,historical
429,1863.0,-0.12548325809757443,gcm data point,historical
430,1863.0,-2.36349947640349,gcm data point,historical
431,1863.0,-0.5778762005131739,gcm data point,historical
432,1863.0,-1.8273952290319357,gcm data point,historical
433,1863.0,-0.5492418770571703,gcm data point,historical
434,1864.0,0.6183979955631003,gcm data point,historical
435,1864.0,-4.1764469726681455,gcm data point,historical
436,1864.0,-1.3914088783624265,gcm data point,historical
437,1864.0,-1.6724990612026431,gcm data point,historical
438,1864.0,0.3932885213573627,gcm data point,historical
439,1864.0,-0.20295117140938146,gcm data point,historical
440,1864.0,0.0586211282198974,gcm data point,historical
441,1864.0,-0.6655414380977049,gcm data point,historical
442,1864.0,-0.9382139432265149,gcm data point,historical
443,1864.0,-2.2141627236898103,gcm data point,historical
444,1864.0,-0.6063966244385028,gcm data point,historical
445,1864.0,0.3142631995975762,gcm data point,historical
446,1864.0,-1.4837337280915222,gcm data point,historical
447,1864.0,-1.630436899274855,gcm data point,historical
448,1864.0,-2.5948598344555194,gcm data point,historical
449,1864.0,-0.9139563046086892,gcm data point,historical
450,1864.0,0.6443231963084486,gcm data point,historical
451,1864.0,-1.0910787118941698,gcm data point,historical
452,1864.0,-0.3600781416849941,gcm data point,historical
453,1864.0,-1.3888149699736232,gcm data point,historical
454,1864.0,-2.786503262194003,gcm data point,historical
455,1864.0,-2.0318028048737915,gcm data point,historical
456,1864.0,-2.1016070800067155,gcm data point,historical
457,1864.0,-2.1829017028094313,gcm data point,historical
458,1864.0,-1.832997685762109,gcm data point,historical
459,1864.0,1.047781752656931,gcm data point,historical
460,1864.0,-1.1256424037105148,gcm data point,historical
461,1864.0,-1.2998452649226238,gcm data point,historical
462,1864.0,-0.8384956303042372,gcm data point,historical
463,1864.0,-1.0419127900707394,gcm data point,historical
464,1864.0,0.3544982783356545,gcm data point,historical
465,1865.0,0.3278285765354667,gcm data point,historical
466,1865.0,-2.509801599087382,gcm data point,historical
467,1865.0,-0.6172224009964111,gcm data point,historical
468,1865.0,-1.5550856206760955,gcm data point,historical
469,1865.0,0.28478583929711476,gcm data point,historical
470,1865.0,0.48928381535461085,gcm data point,historical
471,1865.0,0.31432705898527047,gcm data point,historical
472,1865.0,-0.20304636102162021,gcm data point,historical
473,1865.0,-1.9232592203007925,gcm data point,historical
474,1865.0,-1.491300551789493,gcm data point,historical
475,1865.0,-0.6220616732956046,gcm data point,historical
476,1865.0,-1.8474712012541659,gcm data point,historical
477,1865.0,-0.8230200631338676,gcm data point,historical
478,1865.0,-1.5038816345856958,gcm data point,historical
479,1865.0,-1.7927187533193774,gcm data point,historical
480,1865.0,-0.22652567185298267,gcm data point,historical
481,1865.0,0.5669026599608742,gcm data point,historical
482,1865.0,-0.6440093365471284,gcm data point,historical
483,1865.0,-1.17586110347753,gcm data point,historical
484,1865.0,-1.9079083400826562,gcm data point,historical
485,1865.0,-3.8869145890993195,gcm data point,historical
486,1865.0,-2.2336483059724515,gcm data point,historical
487,1865.0,-3.2087439489032477,gcm data point,historical
488,1865.0,-2.420251885779294,gcm data point,historical
