,max,min,sum,mean,std,skew,kurtosis
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r2.epw,37.948276132141686,14.38204432250043,219315.00536130051,24.967555255156743,2.726427246578385,0.5306083397887847,1.8554186035967004
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r10.epw,37.94425937026987,14.588353678144449,222614.8055157106,25.343215564175438,2.765298098299178,0.442881852406818,1.6339422811966267
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r5.epw,37.31277997886617,13.475279978866167,212680.38809518726,24.212248189343168,2.714840471241591,0.5474425035383169,1.8648436038996068
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r3.epw,37.087875306973686,15.052761915093022,219407.00794242826,24.978029137343484,2.737365667161393,0.3227221519243148,0.8787492841481512
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r4.epw,35.34425235019976,14.175160439099876,211014.91600776522,24.022645265000378,2.5046339057733196,0.07185591566455074,1.1441270468611813
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r11.epw,38.72401925822414,14.628185924890804,222158.62562668862,25.291282516700313,2.719948313803334,0.4806582275773772,1.8247234276818163
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r6.epw,36.17986832076536,13.475279978866167,212939.2380890146,24.241716540188932,2.905297015018719,0.5986054814893011,1.4426512482642457
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2040_95%_r0.epw,37.648667224064006,13.9025295385682,214801.78685288696,24.45375533389024,2.6411784551309756,0.3420446329530524,1.527814730619569
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r12.epw,38.27213787664845,14.628185924890804,222586.19218005706,25.33995812614565,2.8749057124053667,0.2780974099185834,1.2174826937107919
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r5.epw,37.02508871376908,13.505181306361669,212383.88645784522,24.17849344920807,2.6204527318028563,0.39457181030551547,1.5941282423136829
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r4.epw,37.51479120231046,15.251685648142876,219341.10342997898,24.97052634676409,2.591799738105882,0.2519907483215915,1.4961804073586644
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2020_5%_r0.epw,35.57559574345476,13.570040187899217,211403.70977172317,24.066906850150612,2.5701447330522185,0.1475288989028171,1.0976693011804595
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r7.epw,37.00352071960691,13.475279978866167,211591.74336886217,24.08831322505321,2.808468125131542,0.6710251930312611,2.0873936647407
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2040_95%_r1.epw,36.04558509412376,15.1025295385682,215773.0631787952,24.564328686111352,2.598922726260853,0.3045015526040706,1.3077401569063318
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r13.epw,38.47524150222076,14.628185924890804,221475.47446748725,25.21351029912263,2.725678801058402,0.3472986732495982,1.2334668148373402
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r5.epw,38.219544322500425,14.38204432250043,221040.36966298302,25.163976509902124,2.804298863340355,0.675627389643753,2.0011985081599915
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r6.epw,35.639983312951266,13.505181306361669,212740.84505317075,24.21913081206376,2.8373503845132224,0.5205746483568314,1.3117362021868284
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2020_5%_r1.epw,35.713095743454765,13.570040187899217,212270.27825567857,24.165559910710247,2.5218280296769313,0.18472054999578175,1.253104310945305
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r8.epw,37.41666538903596,14.675279978866168,213294.8266838007,24.282197937591807,2.937934239615976,0.5628677517254034,1.4127763750889124
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2040_95%_r2.epw,37.46876134820946,13.9025295385682,215048.49101072614,24.48184096205969,2.7154505687657595,0.5151570031627084,1.8368653306638367
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_95%_r0.epw,38.940913968367205,15.08258063503388,225236.66097402622,25.641696376823894,2.65111054047142,0.35961583393325325,1.567544419207851
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r14.epw,38.19392666563154,14.628185924890804,222155.97874047706,25.29098118630285,2.803368291772599,0.3527514946853743,1.2403014417579379
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r7.epw,37.03342204710241,13.505181306361669,211094.01909863524,24.03165062598303,2.72029153421602,0.5054744006752421,1.7123143791737143
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r6.epw,37.086632664399616,14.38204432250043,221521.9161925316,25.21879738075229,2.978397563039161,0.6190782816810515,1.3424282953449604
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r9.epw,36.66077083725947,13.123522306509097,211923.45792130273,24.126076721460336,2.742531975696073,0.06261351356708732,1.2682215171323645
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2020_5%_r2.epw,36.05476880363904,13.570040187899217,211595.6730479671,24.08876059289238,2.6375216929609993,0.41316476504215577,1.5946374150401854
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2040_95%_r3.epw,36.60836052304146,14.573247131160793,214993.39256452653,24.475568370279053,2.7095301211923735,0.2974822533244873,0.86538696860308
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_5%_r0.epw,38.940913968367205,15.08258063503388,225204.50326783382,25.638035435772863,2.6473537723668015,0.3524334940397374,1.546794551594465
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_95%_r1.epw,37.22563619058944,16.282580635033877,226284.52805074133,25.76098907681418,2.623368641402956,0.33677199875955605,1.3282500466169656
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r15.epw,37.15076530760081,14.628185924890804,225692.92652260972,25.693639176071773,3.1084628516721935,0.3509071189736534,0.6845772744042478
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r8.epw,37.363514639695,14.705181306361668,213225.60096563626,24.27431704982201,2.886165640066838,0.4894334283607145,1.3007057433743294
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r7.epw,38.00195172990783,14.38204432250043,219979.04493650512,25.0431517459588,2.8525520287967336,0.7037396384825211,2.062910176646445
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r10.epw,36.66594453398992,13.435447732119814,212211.3137109544,24.158847189317,2.7298590390634847,0.4041687455496874,1.583953251677897
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2020_5%_r3.epw,35.49908114727162,14.017921066993123,211264.5273981967,24.05106186227206,2.6087277237912923,0.13224202168328852,0.5505146183193994
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_5%_r1.epw,37.22563619058944,16.282580635033877,226237.1316840988,25.75559331558441,2.6152748363036564,0.32652052597747216,1.3290374108030698
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2040_95%_r4.epw,35.74160058240629,14.698273181895702,215182.98168353335,24.497151831004025,2.600653388819886,0.25289135281919595,1.4154049971354907
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_95%_r2.epw,38.64881244467514,15.08258063503388,225304.20429954608,25.649385735375848,2.7216619484903113,0.5674975870060834,1.9969035535334458
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r9.epw,35.3149035285839,13.153423634004596,211908.00063660194,24.12431701236346,2.698369554883128,-0.023076987043599315,1.0731644777905003
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r16.epw,38.25225999896488,14.628185924890804,222695.36141756945,25.35238631803007,2.652961692441248,0.3507654633461577,1.288707455231544
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r8.epw,38.32342973267022,15.58204432250043,221517.46815068778,25.21829100076093,2.9855898202980486,0.6149208037499397,1.4688036273716762
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r11.epw,37.57111331219951,13.475279978866167,211868.616197695,24.119833355840132,2.6942590999996834,0.4609013264142822,1.8664087498693784
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_5%_r2.epw,38.64881244467514,15.08258063503388,225442.91912103837,25.665177495563942,2.7214625203685148,0.5222941536480005,1.8435072256916212
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2020_5%_r4.epw,35.4091112317373,14.239418410207714,211615.64497975385,24.091034264543914,2.5095772039713187,0.08104699326522846,1.1592945237350532
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_95%_r3.epw,38.30786492630828,15.753298227626471,225681.42179176462,25.692329438952644,2.756933670194498,0.350280656126198,0.9485181727780483
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2040_95%_r5.epw,37.7400295385682,13.9025295385682,216683.48902043496,24.66797461525943,2.7690292666834644,0.6215672356114481,1.9236145993137082
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r10.epw,35.632709623786056,13.465349059615312,212184.98731210784,24.15585010383723,2.6839737428888877,0.33477313303454953,1.4639180811443384
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r17.epw,38.27004821941568,14.628185924890804,219025.84173548894,24.93463589884946,2.76854175637538,0.30709546682842276,1.300798218524887
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r9.epw,38.56121098916709,14.030286650143358,220130.35701509367,25.06037762011508,2.787064693084234,0.14416371638412226,1.413887068431293
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_5%_r0.epw,35.48083553442172,13.475279978866167,210537.01253280323,23.96823913169494,2.5660414405388585,0.13977870037588952,1.1013890979065173
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r12.epw,37.11923193062382,13.475279978866167,212262.76498893567,24.16470457524381,2.8415673757828546,0.23373395919657278,1.1695300649884195
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_5%_r3.epw,37.78841161950714,15.753298227626471,225438.5961943934,25.664685359106226,2.720014111789335,0.30555703243137744,0.873742982464071
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2020_5%_r5.epw,37.08994759530662,13.570040187899217,213066.40233002498,24.256193343581863,2.6382357641869265,0.42579539980982406,1.6846844277885222
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r11.epw,37.60101463969501,13.505181306361669,211697.03316697016,24.10029976855278,2.629925305352093,0.396110925629394,1.8806515321591681
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2040_95%_r6.epw,36.60711788046739,13.9025295385682,217107.6884652492,24.716266901782234,2.952124073672615,0.6144779162944991,1.4117068643845525
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r18.epw,38.68235259155747,14.628185924890804,222399.90195079005,25.31875022208514,2.803921587028192,0.4100517708157303,1.4264640565715268
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r10.epw,38.28524848744871,14.342212075754077,220641.4648868325,25.11856385323638,2.7925138293107707,0.4907892289854003,1.7389043712124566
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_95%_r4.epw,38.21532751484391,16.0397158607768,225590.39914182894,25.681967115417095,2.6028254413151,0.25733140036041,1.4621237893501458
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_5%_r1.epw,35.618335534421725,13.475279978866167,211358.71891990007,24.06178494079072,2.5138824663153563,0.1747418976829676,1.2396298985543495
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2060_95%_r0.epw,38.49334252709965,14.635009193766322,221258.66631275052,25.188828132143527,2.642232502918887,0.3456770413532933,1.5491006025250127
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r13.epw,36.04679464095884,13.475279978866167,210958.86744558986,24.016264508833583,2.6844222454966724,0.27280797694428577,0.9809923752846061
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2040_95%_r7.epw,37.52243694597561,13.9025295385682,215645.53070432795,24.549809961786615,2.8477143926281387,0.7009009303709481,2.1004694549500793
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_5%_r4.epw,37.78499059061875,15.92229438402209,225565.902353396,25.679178318919753,2.600830973647808,0.25189150246017855,1.4386155086510013
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r12.epw,36.84543270875032,13.505181306361669,211968.9912156156,24.131260384291178,2.7419418751237923,0.10227781376383244,1.1074269750644006
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r19.epw,37.40090187665452,14.628185924890804,224119.83212322515,25.514552837344176,3.0042389508837406,0.5090389538762701,1.0972644660913384
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2020_5%_r6.epw,36.2746285297984,13.570040187899217,213379.93875604548,24.29188738115267,2.8518500868150376,0.5473584028713556,1.3864674235584213
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r11.epw,38.477877655833765,14.38204432250043,220206.95315093553,25.069097580934947,2.7482425166870583,0.5011305828584064,1.785472388503059
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_95%_r5.epw,38.92008063503388,15.08258063503388,227232.49979442309,25.86890935728801,2.810859289462686,0.6850159283809336,2.012057853814158
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_5%_r2.epw,35.96000859460599,13.475279978866167,210720.83197542655,23.989165753122972,2.629845341206714,0.3998235454061357,1.564389647228142
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2060_95%_r1.epw,36.77806474932188,15.835009193766322,222334.89748591205,25.31134989593669,2.619671853590621,0.33242696578141084,1.3276532034081163
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2020_95%_r14.epw,37.04102071960691,13.475279978866167,212157.4794807324,24.15271852012037,2.8124198527907813,0.3438833542877997,1.1868182223521049
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_95%_r0.epw,35.70195372031161,13.505181306361669,211115.00656744314,24.03403990977235,2.6177644013853207,0.2714346491121309,1.326421354638215
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2040_95%_r8.epw,37.843914948738,15.1025295385682,217201.6607491941,24.726965021539023,2.966512183528616,0.5944575320353832,1.4493629576835763
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2020_5%_r7.epw,37.09828092863995,13.570040187899217,211880.4456488321,24.12118006020406,2.725016675913721,0.5443206418422872,1.7811000432159259
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP370_2020_5%_r13.epw,35.648236861917226,13.505181306361669,210922.43338141748,24.012116732856903,2.6212413091035547,0.14610870501524942,0.69980480388196
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2080_5%_r20.epw,38.48651925822413,14.628185924890804,223236.76637810675,25.414021673282363,2.8784170139046767,0.5430821835275736,1.8725011920217036
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP585_2060_5%_r5.epw,38.92008063503388,15.08258063503388,227157.85753741415,25.860411832582994,2.795714761729621,0.6612143317785962,1.979364233335462
USA_HI_MCB.Hawaii-Kaneohe.Bay.MCAS.Oahu.911760_TMYx.2004-2018_Adjusted_for_HuiOHauulaSSP245_2060_95%_r12.epw,38.02599627425808,14.38204432250043,220585.53635179356,25.112196761360398,2.897037661203462,0.31255515053411387,1.285650808476697
