,Year,Change in Temperature (°C),Type,Scenario
171,1855.0,-1.1789799249664838,gcm data point,historical
172,1855.0,-1.65842124610856,gcm data point,historical
173,1855.0,-0.8365610478556391,gcm data point,historical
174,1855.0,-1.8564092420213,gcm data point,historical
175,1855.0,-4.076453923666236,gcm data point,historical
176,1855.0,-2.2408074703805596,gcm data point,historical
177,1855.0,-0.6188735810169419,gcm data point,historical
178,1855.0,-0.9244414928007814,gcm data point,historical
179,1855.0,-5.0185595644666705,gcm data point,historical
180,1855.0,2.7923670595201315,gcm data point,historical
181,1855.0,-0.08031852474567813,gcm data point,historical
182,1855.0,-0.7211087319895455,gcm data point,historical
183,1855.0,-4.279324716766723,gcm data point,historical
184,1855.0,-1.835876156361394,gcm data point,historical
185,1855.0,-0.5489347501927568,gcm data point,historical
186,1856.0,-0.6528035979787319,gcm data point,historical
187,1856.0,-2.3708465685405145,gcm data point,historical
188,1856.0,-3.1161206623883118,gcm data point,historical
189,1856.0,-1.7472521451476837,gcm data point,historical
190,1856.0,-1.5949187659394966,gcm data point,historical
191,1856.0,0.40693942385235005,gcm data point,historical
192,1856.0,0.7522108315400828,gcm data point,historical
193,1856.0,1.79399279830983,gcm data point,historical
194,1856.0,-0.23251995497247435,gcm data point,historical
195,1856.0,-2.5791375960316145,gcm data point,historical
196,1856.0,-1.5233795706679985,gcm data point,historical
197,1856.0,-1.7933899297175344,gcm data point,historical
198,1856.0,-3.4185304464547244,gcm data point,historical
199,1856.0,-4.621171557701473,gcm data point,historical
200,1856.0,-5.1831165833361865,gcm data point,historical
201,1856.0,-1.9554982078510648,gcm data point,historical
202,1856.0,0.8860708023370307,gcm data point,historical
203,1856.0,-1.6361409246076164,gcm data point,historical
204,1856.0,-1.8832147322097512,gcm data point,historical
205,1856.0,-2.940979706862322,gcm data point,historical
206,1856.0,-4.43933972363368,gcm data point,historical
207,1856.0,-1.8346137506946434,gcm data point,historical
208,1856.0,-0.3965451686430015,gcm data point,historical
209,1856.0,-0.1472184433825987,gcm data point,historical
210,1856.0,-6.337565391637668,gcm data point,historical
211,1856.0,3.037393030735302,gcm data point,historical
212,1856.0,-0.40894139396084483,gcm data point,historical
213,1856.0,-2.18418084834542,gcm data point,historical
214,1856.0,-3.317535239599067,gcm data point,historical
215,1856.0,-1.0437427109946498,gcm data point,historical
216,1856.0,-2.216457762155642,gcm data point,historical
217,1857.0,2.3726083076774103,gcm data point,historical
218,1857.0,-3.746275771573721,gcm data point,historical
219,1857.0,-2.0954975178698874,gcm data point,historical
220,1857.0,-1.784798628211263,gcm data point,historical
221,1857.0,-1.4362393373171471,gcm data point,historical
222,1857.0,0.3271549354897729,gcm data point,historical
223,1857.0,-0.15018550531971187,gcm data point,historical
224,1857.0,1.5722610447019179,gcm data point,historical
225,1857.0,0.5177978690292093,gcm data point,historical
226,1857.0,-2.475412271894129,gcm data point,historical
227,1857.0,-2.0240009943333916,gcm data point,historical
228,1857.0,-1.202097446807329,gcm data point,historical
229,1857.0,-2.2865234131702437,gcm data point,historical
230,1857.0,-4.7819392538277725,gcm data point,historical
231,1857.0,-4.031919834475559,gcm data point,historical
232,1857.0,-1.3257744466694703,gcm data point,historical
233,1857.0,0.05712119832935514,gcm data point,historical
234,1857.0,-1.6224114202752844,gcm data point,historical
235,1857.0,-2.0318581641064952,gcm data point,historical
236,1857.0,-3.1195497980897926,gcm data point,historical
237,1857.0,-4.786471452592252,gcm data point,historical
238,1857.0,-2.995418172081372,gcm data point,historical
239,1857.0,0.17068574820677895,gcm data point,historical
240,1857.0,0.2048235762706554,gcm data point,historical
241,1857.0,-5.677345498544469,gcm data point,historical
242,1857.0,1.6669553957676158,gcm data point,historical
243,1857.0,-0.7434256022655745,gcm data point,historical
244,1857.0,-2.4146277091867887,gcm data point,historical
245,1857.0,-1.9289976059818628,gcm data point,historical
246,1857.0,-2.1037871918431392,gcm data point,historical
247,1857.0,-2.003354444528725,gcm data point,historical
248,1858.0,-0.08062245772816823,gcm data point,historical
249,1858.0,-3.3559469908895494,gcm data point,historical
250,1858.0,-2.7693395884843994,gcm data point,historical
251,1858.0,-1.0512423247332663,gcm data point,historical
252,1858.0,-1.9733820424871737,gcm data point,historical
253,1858.0,0.5698389005775653,gcm data point,historical
254,1858.0,0.008433856388137428,gcm data point,historical
255,1858.0,1.622117269067246,gcm data point,historical
256,1858.0,0.6806895984129255,gcm data point,historical
257,1858.0,-2.1671550048315,gcm data point,historical
258,1858.0,-1.2279842633763565,gcm data point,historical
259,1858.0,-1.5209317844538646,gcm data point,historical
260,1858.0,-4.02167809456671,gcm data point,historical
261,1858.0,-3.978964998456661,gcm data point,historical
262,1858.0,-4.087399212730759,gcm data point,historical
263,1858.0,-0.9849405554454052,gcm data point,historical
264,1858.0,-1.1621580443448352,gcm data point,historical
265,1858.0,-1.4364020305291092,gcm data point,historical
266,1858.0,-2.263743734039224,gcm data point,historical
267,1858.0,-3.9887134568027705,gcm data point,historical
268,1858.0,-4.271220799189052,gcm data point,historical
269,1858.0,-2.3386121527942123,gcm data point,historical
270,1858.0,-0.13013924518111253,gcm data point,historical
271,1858.0,0.13364976543897455,gcm data point,historical
272,1858.0,-4.443296781565323,gcm data point,historical
273,1858.0,0.7884331308708283,gcm data point,historical
274,1858.0,-2.050499438770089,gcm data point,historical
275,1858.0,-1.7074879318537342,gcm data point,historical
276,1858.0,-2.537065423093395,gcm data point,historical
277,1858.0,-1.4370770690132417,gcm data point,historical
278,1858.0,-1.8794130410185517,gcm data point,historical
279,1859.0,-0.26061005193957953,gcm data point,historical
280,1859.0,-3.898759396051503,gcm data point,historical
281,1859.0,-3.031444241797317,gcm data point,historical
282,1859.0,-1.0946413943747189,gcm data point,historical
283,1859.0,-1.8536601766220997,gcm data point,historical
284,1859.0,0.8771734993189284,gcm data point,historical
285,1859.0,0.8336707056720343,gcm data point,historical
286,1859.0,1.3851747892766184,gcm data point,historical
287,1859.0,-0.16683007069519817,gcm data point,historical
288,1859.0,-0.7638972139514522,gcm data point,historical
289,1859.0,-0.46621748123118323,gcm data point,historical
290,1859.0,-1.8633665114774658,gcm data point,historical
291,1859.0,-3.714005033450235,gcm data point,historical
292,1859.0,-2.921803635745107,gcm data point,historical
293,1859.0,-4.821280584801116,gcm data point,historical
294,1859.0,-1.8505510442141713,gcm data point,historical
295,1859.0,-1.8392897108128636,gcm data point,historical
296,1859.0,-2.1352124702488595,gcm data point,historical
297,1859.0,-2.9439198739335097,gcm data point,historical
298,1859.0,-2.980141223998089,gcm data point,historical
299,1859.0,-4.792515346472953,gcm data point,historical
300,1859.0,-2.358171919029644,gcm data point,historical
301,1859.0,-0.2996107946603388,gcm data point,historical
302,1859.0,0.18357257936315818,gcm data point,historical
303,1859.0,-3.423039671927768,gcm data point,historical
304,1859.0,2.8035147102621636,gcm data point,historical
